总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型,区,板块,楼层位置,总楼层数,室数,厅数,厨数,卫数,人均面积,楼层密度,厅室比,卫室比,总房间数,单价等级,面积等级,区域均价,区域中位价,区域价格标准差,区域房源数,相对价格指数
132万,24057元/平米,西门小区,镇海区 招宝山,2室1厅1厨1卫,中楼层 (共5层),54.87㎡,平层,,板楼,南,钢混结构,其他,一梯三户,无,2023-05-30,已购公房,2020-06-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306053302110013,,,,,镇海区,招宝山,中楼层,5,2,1,1,1,18.29,9.145,0.3333333333333333,0.3333333333333333,4,2,0,2173067.729083665,1990000.0,977382.160362272,251,0.6074359187694053
185万,27371元/平米,银珠明园北区,鄞州区 新明,2室1厅1厨1卫,高楼层 (共18层),67.59㎡,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,2022-07-09,拆迁安置房,2020-09-16,普通住宅,暂无数据,非共有,有抵押 120万元,已上传房本照片,202209173302120058,,,,,鄞州区,新明,高楼层,18,2,1,1,1,22.53,3.5573684210526317,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6822117850392496
209万,23993元/平米,万科城,镇海区 庄市,2室1厅1厨1卫,低楼层 (共24层),87.11㎡,平层,67.09㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-08-27,商品房,2018-04-16,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202002063302110001,,,,,镇海区,庄市,低楼层,24,2,1,1,1,29.036666666666665,3.4844,0.3333333333333333,0.3333333333333333,4,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.9617735380515583
169万,27769元/平米,胜丰社区,海曙区 西门,2室1厅1厨1卫,低楼层 (共8层),60.86㎡,平层,,板楼,南 北,砖混结构,其他,一梯两户,无,2022-11-13,商品房,2019-09-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202211133302030023,,,,,海曙区,西门,低楼层,8,2,1,1,1,20.286666666666665,6.762222222222222,0.3333333333333333,0.3333333333333333,4,3,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8251191891057286
135万,18570元/平米,长乐小区,镇海区 庄市,2室2厅1厨1卫,中楼层 (共6层),72.70㎡,平层,65.00㎡,板楼,南,砖混结构,其他,一梯两户,无,2021-08-24,商品房,2021-08-24,普通住宅,暂无数据,共有,有抵押 50万元 中兴银行 客户偿还,已上传房本照片,20210824330211000115001A,,,,,镇海区,庄市,中楼层,6,2,2,1,1,24.233333333333334,10.385714285714286,0.6666666666666666,0.3333333333333333,5,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.621241280559619
58万,7792元/平米,听海苑,杭州湾新区 杭州湾新区,2室2厅1厨1卫,中楼层 (共27层),74.44㎡,平层,,板楼,南,钢混结构,其他,两梯六户,有,2020-08-23,商品房,2021-02-28,普通住宅,暂无数据,共有,无抵押,已上传房本照片,20220228330282010005,,,,,杭州湾新区,杭州湾新区,中楼层,27,2,2,1,1,24.813333333333333,2.6585714285714284,0.6666666666666666,0.3333333333333333,5,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.6791806594676505
155万,20422元/平米,洋墅名苑,江北区 庄桥,2室1厅1厨1卫,高楼层 (共17层),75.90㎡,平层,50.89㎡,板楼,南,钢混结构,精装,一梯两户,有,2022-02-21,商品房,2020-09-23,普通住宅,满两年,非共有,有抵押 105万元 中国银行 业主自还,已上传房本照片,202209253302050013,,,,,江北区,庄桥,高楼层,17,2,1,1,1,25.3,4.216666666666667,0.3333333333333333,0.3333333333333333,4,2,1,2374983.935742972,2080000.0,1266402.7666910856,249,0.6526357185146144
196万,25337元/平米,聚金家园,鄞州区 东胜,2室1厅1厨1卫,高楼层 (共6层),77.36㎡,平层,,板楼,南,砖混结构,其他,一梯两户,无,2022-09-29,拆迁安置房,2016-09-29,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202102223302120164,,,,,鄞州区,东胜,高楼层,6,2,1,1,1,25.786666666666665,11.051428571428572,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7227757290145563
65万,12457元/平米,星河湾,海曙区 段塘,1室1厅0厨1卫,中楼层 (共9层),52.18㎡,平层,41.36㎡,板楼,南,钢混结构,精装,十梯三十五户,有,2023-08-09,商品房,2003-03-14,普通住宅,满五年,共有,无抵押,已上传房本照片,202308093302030030,,,,,海曙区,段塘,中楼层,9,1,1,0,1,26.09,5.218,0.5,0.5,3,1,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.3173535342714341
135万,22960元/平米,双东路小区,江北区 文教,2室1厅1厨1卫,中楼层 (共7层),58.80㎡,平层,51.53㎡,板楼,南 北,砖混结构,精装,一梯两户,无,2023-03-28,商品房,2015-07-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,202303313302050017,,,,,江北区,文教,中楼层,7,2,1,1,1,19.599999999999998,7.35,0.3333333333333333,0.3333333333333333,4,2,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.5684246580611159
125万,21631元/平米,都市华庭,鄞州区 姜山,2室1厅1厨1卫,高楼层 (共18层),57.79㎡,平层,,板塔结合,南,钢混结构,精装,两梯八户,有,2023-09-15,商品房,2018-09-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,202309163302120001,,,,,鄞州区,姜山,高楼层,18,2,1,1,1,19.263333333333332,3.041578947368421,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.46095390881030374
85万,15762元/平米,金丰紫园,镇海区 蛟川,2室2厅1厨1卫,中楼层 (共13层),53.93㎡,平层,,板楼,东南,钢混结构,其他,两梯八户,有,2023-10-11,商品房,2023-10-10,普通住宅,未满两年,非共有,有抵押,已上传房本照片,202205293302110008,,,,,镇海区,蛟川,中楼层,13,2,2,1,1,17.976666666666667,3.8521428571428573,0.6666666666666666,0.3333333333333333,5,1,0,2173067.729083665,1990000.0,977382.160362272,251,0.39115191738938976
35万,11172元/平米,二十一码头,海曙区 望春,1室1厅1厨1卫,中楼层 (共15层),31.33㎡,平层,23.13㎡,塔楼,南,钢混结构,精装,两梯三十六户,有,2021-05-02,商品房,2012-05-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202105043302030019,,,,,海曙区,望春,中楼层,15,1,1,1,1,15.665,1.958125,0.5,0.5,3,0,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.17088267230000298
143万,21189元/平米,和泰雅苑,鄞州区 新明,2室1厅1厨1卫,低楼层 (共10层),67.49㎡,平层,,板塔结合,南 北,钢混结构,精装,一梯四户,有,2023-05-11,商品房,2020-05-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202305173302120016,,,,,鄞州区,新明,低楼层,10,2,1,1,1,22.496666666666666,6.135454545454545,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5273312716789875
125万,20737元/平米,联南花园,海曙区 白云,2室1厅1厨1卫,中楼层 (共6层),60.28㎡,平层,55.00㎡,板楼,南,砖混结构,简装,一梯两户,暂无数据,2023-09-14,商品房,2018-09-14,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202109223302030073,,,,,海曙区,白云,中楼层,6,2,1,1,1,20.093333333333334,8.611428571428572,0.3333333333333333,0.3333333333333333,4,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.6102952582142963
132万,28929元/平米,锦苑社区,鄞州区 福明,2室1厅1厨1卫,中楼层 (共7层),45.63㎡,平层,,板楼,南,砖混结构,简装,一梯两户,无,2023-09-07,商品房,2017-11-09,普通住宅,暂无数据,非共有,有抵押 90万元,已上传房本照片,202309073302120063,,,,,鄞州区,福明,中楼层,7,2,1,1,1,15.21,5.70375,0.3333333333333333,0.3333333333333333,4,3,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.48676732770368075
105万,19388元/平米,金地小区,海曙区 白云,2室1厅1厨1卫,高楼层 (共6层),54.16㎡,平层,,板楼,南,钢混结构,其他,一梯两户,无,2022-11-26,商品房,2018-01-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202206173302030024,,,,,海曙区,白云,高楼层,6,2,1,1,1,18.05333333333333,7.737142857142857,0.3333333333333333,0.3333333333333333,4,1,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.5126480169000089
118万,21740元/平米,双东坊社区,江北区 文教,2室1厅1厨1卫,中楼层 (共7层),54.28㎡,平层,47.20㎡,板楼,南 北,砖混结构,精装,一梯两户,无,2023-09-15,商品房,2016-09-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,2023031333020500488,,,,,江北区,文教,中楼层,7,2,1,1,1,18.093333333333334,6.785,0.3333333333333333,0.3333333333333333,4,2,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.496845256675642
148万,22150元/平米,国贸花园西区,北仑区 新碶,2室2厅1厨1卫,中楼层 (共7层),66.82㎡,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,2023-09-10,商品房,2014-05-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202005243302060020,,,,,北仑区,新碶,中楼层,7,2,2,1,1,22.27333333333333,8.3525,0.6666666666666666,0.3333333333333333,5,2,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.7891794755362379
218万,24866元/平米,惊驾名庭B区,鄞州区 明楼,2室1厅1厨1卫,高楼层 (共18层),87.67㎡,平层,,板楼,南,钢混结构,精装,两梯两户,有,2022-07-24,拆迁安置房,2018-05-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,20227243302120048,,,,,鄞州区,明楼,高楼层,18,2,1,1,1,29.223333333333333,4.61421052631579,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8039036169651698
98万,20781元/平米,云龙嘉苑三期,鄞州区 云龙,1室1厅1厨1卫,中楼层 (共6层),47.16㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2022-11-03,拆迁安置房,2021-05-17,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202305203302120027,,,,,鄞州区,云龙,中楼层,6,1,1,1,1,23.58,6.737142857142857,0.5,0.5,3,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.36138786450727817
115万,26486元/平米,双梁小区,海曙区 天一广场,2室0厅1厨1卫,中楼层 (共6层),43.42㎡,平层,38.49㎡,板楼,南,钢混结构,简装,一梯三户,无,2023-09-03,商品房,2020-05-06,普通住宅,暂无数据,非共有,有抵押 90万元 杭州银行 业主自还,已上传房本照片,202309023302030014,,,,,海曙区,天一广场,中楼层,6,2,0,1,1,14.473333333333334,6.202857142857143,0.0,0.3333333333333333,3,2,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.5614716375571526
191万,25728元/平米,世纪曙光A区,鄞州区 明楼,2室2厅1厨1卫,高楼层 (共6层),74.24㎡,平层,,板楼,南,混合结构,精装,一梯两户,无,2023-06-13,商品房,2016-06-15,普通住宅,满五年,共有,无抵押,已上传房本照片,202306113302120005,,,,,鄞州区,明楼,高楼层,6,2,2,1,1,24.746666666666666,10.605714285714285,0.6666666666666666,0.3333333333333333,5,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7043375726621441
135万,22433元/平米,工农小区,镇海区 招宝山,2室1厅1厨1卫,中楼层 (共4层),60.18㎡,平层,,板楼,南,未知结构,简装,一梯两户,无,2023-06-18,商品房,2012-06-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306193302110001,,,,,镇海区,招宝山,中楼层,4,2,1,1,1,20.06,12.036,0.3333333333333333,0.3333333333333333,4,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.621241280559619
122万,27969元/平米,城市QQ,鄞州区 福明,1室1厅1厨1卫,高楼层 (共15层),43.62㎡,平层,,板塔结合,南,钢混结构,其他,三梯二十四户,有,2023-08-23,商品房,2020-01-02,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308243302120050,,,,,鄞州区,福明,高楼层,15,1,1,1,1,21.81,2.72625,0.5,0.5,3,3,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.4498910149988565
113万,22175元/平米,双东坊社区,江北区 文教,2室2厅1厨1卫,中楼层 (共7层),50.96㎡,平层,,板楼,南,砖混结构,精装,一梯三户,无,2021-06-18,商品房,2020-06-18,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202112093302050010,,,,,江北区,文教,中楼层,7,2,2,1,1,16.986666666666668,6.37,0.6666666666666666,0.3333333333333333,5,2,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.47579249156226733
74万,9071元/平米,竹山新村,鄞州区 咸祥,2室1厅1厨1卫,中楼层 (共5层),81.58㎡,平层,72.07㎡,暂无数据,南 北,未知结构,精装,一梯一户,暂无数据,2023-06-07,商品房,2017-08-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306073302120025,,,,,鄞州区,咸祥,中楼层,5,2,1,1,1,27.19333333333333,13.596666666666666,0.3333333333333333,0.3333333333333333,4,0,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.2728847140156998
196万,35585元/平米,凤凰社区,鄞州区 长丰,2室1厅1厨1卫,中楼层 (共6层),55.08㎡,平层,47.72㎡,板楼,南,砖混结构,精装,一梯两户,无,2023-09-10,商品房,2015-11-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,201810163302120087,,,,,鄞州区,长丰,中楼层,6,2,1,1,1,18.36,7.868571428571428,0.3333333333333333,0.3333333333333333,4,4,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7227757290145563
116万,22822元/平米,星辰明珠,鄞州区 东柳,2室1厅1厨2卫,中楼层 (共17层),50.83㎡,复式,,塔楼,北,钢混结构,精装,三梯三十四户,有,2021-09-21,商品房,2021-09-21,普通住宅,满两年,非共有,有抵押 30万元,已上传房本照片,202110173302120058,,,,,鄞州区,东柳,中楼层,17,2,1,1,2,16.94333333333333,2.823888888888889,0.3333333333333333,0.6666666666666666,5,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.4277652273759619
149万,31982元/平米,县学社区,海曙区 月湖公园,2室1厅1厨1卫,低楼层 (共7层),46.59㎡,平层,,板楼,南,砖混结构,其他,一梯四户,无,2023-09-11,商品房,2007-01-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202309123302030062,,,,,海曙区,月湖公园,低楼层,7,2,1,1,1,15.530000000000001,5.82375,0.3333333333333333,0.3333333333333333,4,3,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.7274719477914412
188万,34382元/平米,凤凰社区,鄞州区 长丰,2室1厅1厨1卫,中楼层 (共6层),54.68㎡,平层,,板楼,南,钢混结构,简装,一梯两户,无,2023-06-24,商品房,2000-05-31,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306243302120024,,,,,鄞州区,长丰,中楼层,6,2,1,1,1,18.226666666666667,7.811428571428571,0.3333333333333333,0.3333333333333333,4,3,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6932746788506968
178万,31527元/平米,中海雍城世家二期,鄞州区 南部商务区,1室1厅1厨1卫,中楼层 (共34层),56.46㎡,平层,,板塔结合,南,钢混结构,精装,两梯八户,有,2023-04-02,商品房,2014-09-23,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202304033302120084,,,,,鄞州区,南部商务区,中楼层,34,1,1,1,1,28.23,1.6131428571428572,0.5,0.5,3,3,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6563983661458725
160万,17013元/平米,亲亲家园,江北区 洪塘,2室2厅1厨1卫,中楼层 (共11层),94.05㎡,平层,85.00㎡,板楼,南,钢混结构,精装,一梯三户,无,2023-05-12,商品房,2017-05-13,普通住宅,满五年,非共有,有抵押,已上传房本照片,202104253302050007,,,,,江北区,洪塘,中楼层,11,2,2,1,1,31.349999999999998,7.8374999999999995,0.6666666666666666,0.3333333333333333,5,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.6736884836279892
198万,26348元/平米,日湖家园,江北区 白沙,2室1厅1厨1卫,中楼层 (共7层),75.15㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2022-09-18,商品房,2000-09-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202209093302050002,,,,,江北区,白沙,中楼层,7,2,1,1,1,25.05,9.39375,0.3333333333333333,0.3333333333333333,4,2,1,2374983.935742972,2080000.0,1266402.7666910856,249,0.8336894984896366
205万,29655元/平米,世嘉和苑,鄞州区 福明,2室1厅1厨1卫,高楼层 (共11层),69.13㎡,平层,53.94㎡,板楼,南,钢混结构,简装,一梯两户,无,2023-09-02,拆迁安置房,2015-04-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,202302093302120070,,,,,鄞州区,福明,高楼层,11,2,1,1,1,23.043333333333333,5.760833333333333,0.3333333333333333,0.3333333333333333,4,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7559644104488982
126万,23703元/平米,明北社区,鄞州区 明楼,2室1厅1厨1卫,高楼层 (共8层),53.16㎡,平层,,板楼,南,砖混结构,精装,一梯两户,无,2022-03-02,商品房,2019-01-15,普通住宅,暂无数据,非共有,有抵押 60万元,已上传房本照片,202203023302120024,,,,,鄞州区,明楼,高楼层,8,2,1,1,1,17.72,5.906666666666666,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.4646415400807862
143万,24453元/平米,朱雀新村,鄞州区 百丈,2室1厅1厨1卫,中楼层 (共7层),58.48㎡,平层,50.85㎡,板楼,南,钢混结构,其他,一梯三户,无,2023-03-19,商品房,2013-03-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202303193302120093,,,,,鄞州区,百丈,中楼层,7,2,1,1,1,19.493333333333332,7.31,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5273312716789875
33万,8277元/平米,米兰公馆,鄞州区 首南,1室1厅1厨1卫,高楼层 (共19层),39.87㎡,平层,30.45㎡,板楼,北,钢混结构,精装,三梯二十六户,有,2021-06-28,商品房,2021-06-28,商住两用,满两年,非共有,无抵押,已上传房本照片,202106303302120061,商水,民电,,,鄞州区,首南,高楼层,19,1,1,1,1,19.935,1.9934999999999998,0.5,0.5,3,0,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.12169183192592019
55万,5979元/平米,江岚苑,杭州湾新区 杭州湾新区,2室1厅1厨1卫,低楼层 (共33层),92.00㎡,平层,87.00㎡,板楼,南,钢混结构,简装,两梯四户,有,2023-10-10,商品房,2023-10-16,普通住宅,未满两年,非共有,有抵押 41万元 交通银行 业主自还,已上传房本照片,20220919330282010004,,,,,杭州湾新区,杭州湾新区,低楼层,33,2,1,1,1,30.666666666666668,2.7058823529411766,0.3333333333333333,0.3333333333333333,4,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.6440506253572548
120万,23838元/平米,太古城,鄞州区 东柳,2室1厅1厨1卫,中楼层 (共8层),50.34㎡,平层,,板楼,南,钢混结构,简装,一梯四户,无,2023-05-07,商品房,2019-05-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,202107143302120035,,,,,鄞州区,东柳,中楼层,8,2,1,1,1,16.78,5.593333333333334,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.4425157524578916
108万,21152元/平米,怡江小区,江北区 孔浦,2室1厅1厨1卫,中楼层 (共7层),51.06㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2022-09-16,商品房,2019-08-01,普通住宅,满两年,共有,有抵押 60万元 客户偿还,已上传房本照片,202206103302050028,,,,,江北区,孔浦,中楼层,7,2,1,1,1,17.02,6.3825,0.3333333333333333,0.3333333333333333,4,2,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.45473972644889266
