总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型
280万,24651元/平米,明园,鄞州区 明楼 ,3室2厅1厨1卫,中楼层 (共7层),113.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2023-10-12,商品房,2002-10-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310123302120059,None,None,None,None
62万,6418元/平米,天怡湾花苑,杭州湾新区 杭州湾新区 ,3室1厅1厨1卫,低楼层 (共29层),96.61㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据,2023-10-14,商品房,2021-08-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,20231014330282010004,None,None,None,None
128万,14523元/平米,云鼎公寓,北仑区 小港 ,2室2厅1厨1卫,高楼层 (共10层),88.14㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,一梯三户,有,2023-10-18,商品房,2017-07-21,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310183302060049,None,None,None,None
248万,19424元/平米,景瑞缇香郡,鄞州区 姜山 ,4室2厅1厨2卫,低楼层 (共28层),127.68㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,十梯两户,有,2023-10-13,商品房,2019-04-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310133302120116,None,None,None,None
325万,25469元/平米,荣安桃花源,海曙区 集士港 ,4室2厅1厨2卫,高楼层 (共7层),127.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,有,2023-09-26,商品房,2020-04-13,普通住宅,满两年,非共有,无抵押,已上传房本照片,202309263302030024,None,None,None,None
209万,24015元/平米,海创家园锦园,鄞州区 下应 ,3室1厅1厨1卫,低楼层 (共33层),87.03㎡,平层,68.21㎡,板楼,南,钢混结构,其他,两梯四户,有,2023-10-14,商品房,2020-10-15,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202207263302120021,None,None,None,None
159万,19400元/平米,鑫隆花园一期,镇海区 庄市 ,2室1厅1厨1卫,中楼层 (共6层),81.96㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2023-10-14,商品房,2016-03-18,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202110073302110008,None,None,None,None
275万,32707元/平米,盛世天城二期,鄞州区 中河 ,2室2厅1厨1卫,低楼层 (共28层),84.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2023-10-14,商品房,2021-08-27,普通住宅,满两年,非共有,有抵押 160万元,已上传房本照片,202310073302120049,None,None,None,None
50万,9420元/平米,江北万达公寓,江北区 江北万达 ,1室1厅1厨1卫,低楼层 (共21层),53.08㎡,平层,39㎡,板塔结合,南,钢混结构,精装,一梯十户,有,2023-10-06,商品房,2018-04-28,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202310063302050015,商水,未知,None,None
119万,14986元/平米,浃江小区山清轩,北仑区 小港 ,2室2厅1厨1卫,低楼层 (共22层),79.41㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2023-10-09,商品房,2020-05-14,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310093302060010,None,None,2.95元/m3,None
136万,19711元/平米,青枫雅苑,镇海区 蛟川 ,2室2厅1厨1卫,高楼层 (共18层),69㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2023-10-09,商品房,2018-01-01,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310153302110018,None,None,None,None
175万,22147元/平米,广泽嘉园,海曙区 高桥 ,2室1厅1厨1卫,低楼层 (共11层),79.02㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯两户,无,2023-10-06,拆迁安置房,2016-02-14,普通住宅,暂无数据,非共有,有抵押 40万元 业主自还,已上传房本照片,202310063302030007,None,None,None,None
205万,11919元/平米,明仕丽庭,海曙区 集士港 ,4室2厅1厨1卫,高楼层 (共7层),172㎡,复式,155.85㎡,板楼,南,砖混结构,精装,一梯两户,无,2022-04-23,商品房,2010-04-23,普通住宅,暂无数据,非共有,有抵押 90,已上传房本照片,202108023302030017,None,None,None,None
129万,22889元/平米,郎官社区,海曙区 南门 ,2室1厅1厨1卫,中楼层 (共7层),56.36㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2023-10-06,商品房,2018-01-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202301293302030045,None,None,None,None
150万,18213元/平米,银凤晓月西区,镇海区 蛟川 ,2室1厅1厨1卫,高楼层 (共6层),82.36㎡,平层,72.59㎡,板塔结合,东南,钢混结构,毛坯,一梯两户,无,2023-10-06,商品房,2014-03-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,201809183302110020,None,None,None,None
220万,20660元/平米,恒威君和院,海曙区 高桥 ,3室2厅1厨1卫,低楼层 (共11层),106.49㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,无,2023-10-07,商品房,2018-10-03,普通住宅,暂无数据,非共有,有抵押 70万元,已上传房本照片,202307033302030020,None,None,None,None
90万,8100元/平米,听海苑,杭州湾新区 杭州湾新区 ,3室2厅1厨2卫,低楼层 (共27层),111.12㎡,平层,85.22㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2023-10-07,商品房,2020-01-01,普通住宅,暂无数据,非共有,有抵押 业主自还,已上传房本照片,168919799,None,None,None,None
358万,35327元/平米,中海寰宇天下二期,鄞州区 长丰 ,3室2厅1厨1卫,中楼层 (共18层),101.34㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,2023-10-11,商品房,2017-10-01,普通住宅,暂无数据,非共有,有抵押 100万元 业主自还,已上传房本照片,201807093302120161,None,None,None,None
236万,26697元/平米,缇郦苑,鄞州区 姜山 ,3室2厅1厨1卫,中楼层 (共21层),88.4㎡,平层,67.82㎡,塔楼,南 北,钢混结构,精装,一梯两户,暂无数据,2023-10-10,商品房,2019-09-12,普通住宅,满两年,共有,无抵押,已上传房本照片,202310123302120042,None,None,None,None
239万,18591元/平米,芳辰丽阳北园,镇海区 庄市 ,3室2厅1厨2卫,低楼层 (共9层),128.56㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,有,2023-10-07,商品房,2020-05-01,普通住宅,满两年,非共有,有抵押,已上传房本照片,202310173302110009,None,None,None,None
82万,8933元/平米,龙湖滟澜海岸中区,北仑区 春晓 ,2室2厅1厨1卫,高楼层 (共18层),91.8㎡,平层,76.88㎡,板塔结合,南,钢混结构,简装,两梯四户,有,2023-10-19,商品房,2014-09-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202103213302060003,None,None,None,None
55.8万,11906元/平米,中央风景,北仑区 新碶 ,1室1厅1厨1卫,中楼层 (共30层),46.87㎡,平层,33.17㎡,塔楼,南,钢混结构,精装,四梯二十五户,有,2023-10-15,商品房,2019-04-16,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202310153302060008,商水,民电,None,None
198万,27300元/平米,繁裕三村,鄞州区 钟公庙 ,2室1厅1厨1卫,高楼层 (共6层),72.53㎡,平层,64.08㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-10-18,拆迁安置房,2016-10-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310183302120132,None,None,None,None
117万,14598元/平米,浃江小区山清轩,北仑区 小港 ,2室2厅1厨1卫,低楼层 (共17层),80.15㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2023-10-17,商品房,2016-10-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310183302060045,None,None,None,None
125万,32376元/平米,三角地小区,镇海区 招宝山 ,1室1厅1厨1卫,中楼层 (共7层),38.61㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯三户,暂无数据,2023-10-15,商品房,2020-10-15,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202309173302110014,None,None,None,None
219万,22543元/平米,印象巴黎,海曙区 集士港 ,3室1厅1厨1卫,低楼层 (共14层),97.15㎡,平层,72.8㎡,板楼,南,钢混结构,精装,一梯四户,有,2023-10-13,商品房,2018-10-14,普通住宅,满五年,非共有,有抵押,已上传房本照片,202011293302030014,None,None,None,None
85万,11112元/平米,北二环中路377号,慈溪市 老城区 ,2室1厅1厨1卫,中楼层 (共6层),76.5㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯八户,无,2023-10-18,商品房,2015-05-07,普通住宅,满五年,共有,无抵押,已上传房本照片,202104203302820037,None,None,None,None
195万,19489元/平米,骆城华苑,镇海区 骆驼 ,3室2厅1厨1卫,低楼层 (共18层),100.06㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2023-10-12,商品房,2018-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310123302110025,None,None,None,None
193万,22271元/平米,罗曼风情,海曙区 高桥 ,3室1厅1厨1卫,中楼层 (共8层),86.66㎡,平层,69.54㎡,板楼,南,钢混结构,精装,一梯两户,有,2023-10-10,商品房,2018-08-06,普通住宅,满五年,非共有,有抵押 85万元 业主自还,已上传房本照片,20210314330230019,None,None,None,None
560万,43044元/平米,荣安弘阳姚江晴雨,江北区 姚江新区 ,4室2厅1厨2卫,中楼层 (共18层),130.1㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-10-13,商品房,2023-10-14,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202310133302050027,None,None,None,None
210万,22391元/平米,九曲小区三期,鄞州区 首南 ,2室1厅1厨1卫,中楼层 (共11层),93.79㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,暂无数据,2023-10-18,拆迁安置房,2023-10-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202207023302120068,None,None,None,None
196万,22709元/平米,恒威君尚城,海曙区 高桥 ,3室2厅1厨1卫,高楼层 (共27层),86.31㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2023-10-16,商品房,2023-10-16,普通住宅,未满两年,共有,有抵押 120万元 中国银行,已上传房本照片,202310163302030050,None,None,None,None
265万,23804元/平米,吾悦广场三期,镇海区 骆驼 ,3室2厅1厨2卫,高楼层 (共22层),111.33㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2023-10-16,商品房,2023-10-03,普通住宅,未满两年,共有,无抵押,已上传房本照片,202310173302110036,None,None,None,None
203万,18688元/平米,裕和佳苑,鄞州区 姜山 ,3室2厅1厨2卫,高楼层 (共17层),108.63㎡,平层,暂无数据,暂无数据,南,钢混结构,毛坯,两梯四户,有,2023-10-18,拆迁安置房,2023-10-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202310183302120126,None,None,None,None
148万,15175元/平米,绿城朝华郡,奉化区 方桥 ,3室2厅1厨1卫,高楼层 (共24层),97.53㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,暂无数据,2023-10-19,商品房,2022-11-11,普通住宅,未满两年,非共有,有抵押,已上传房本照片,202302283302830004,None,None,None,None
588万,26004元/平米,信达万科东望,鄞州区 东钱湖 ,4室2厅1厨3卫,低楼层 (共5层),226.12㎡,复式,暂无数据,板楼,南 西 北,钢混结构,精装,一梯七户,无,2023-09-06,商品房,2018-06-15,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202103063302120003,None,None,None,None
128万,10565元/平米,银亿上府,慈溪市 周巷 ,3室2厅1厨2卫,高楼层 (共11层),121.16㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2023-02-13,商品房,2018-02-25,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202302253302820014,None,None,None,None
225万,24060元/平米,飞虹社区三区,鄞州区 长丰 ,4室2厅1厨2卫,中楼层 (共7层),93.52㎡,复式,暂无数据,板塔结合,东南,砖混结构,精装,一梯两户,无,2021-10-31,商品房,2001-04-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202110293302120033,None,None,None,None
416万,32943元/平米,富力滨湖半岛,镇海区 庄市 ,4室1厅1厨2卫,高楼层 (共9层),126.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2023-03-08,商品房,2021-05-18,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202305183302110011,None,None,None,None
499万,36257元/平米,堇天府,鄞州区 首南 ,4室2厅1厨2卫,中楼层 (共31层),137.63㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2023-07-07,商品房,2020-11-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,202307073302120073,None,None,None,None
698万,47252元/平米,江山万里·星耀阁,鄞州区 南部商务区 ,4室2厅1厨2卫,低楼层 (共17层),147.72㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-02-08,商品房,2021-03-29,普通住宅,满两年,非共有,有抵押 180万元 不i详 业主自还,已上传房本照片,2023032902120025,None,None,None,None
219万,21263元/平米,荣安桃李郡,海曙区 集士港 ,3室2厅1厨1卫,低楼层 (共15层),103㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,一梯两户,暂无数据,2022-11-10,商品房,2021-01-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202304303302030001,None,None,None,None
298万,26482元/平米,中海凤凰熙岸,鄞州区 下应 ,3室2厅1厨2卫,中楼层 (共20层),112.53㎡,平层,暂无数据,板楼,南,未知结构,精装,两梯两户,有,2023-03-18,商品房,2021-07-09,普通住宅,满两年,非共有,有抵押,已上传房本照片,202307123302120181,None,None,None,None
109万,11239元/平米,金丰阳光,镇海区 蛟川 ,3室2厅1厨1卫,高楼层 (共7层),96.99㎡,复式,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2023-03-14,商品房,2016-02-17,普通住宅,暂无数据,共有,有抵押,已上传房本照片,201711303302110018,None,None,None,None
398万,28917元/平米,万科城,镇海区 庄市 ,3室2厅1厨2卫,中楼层 (共18层),137.64㎡,平层,111.48㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-09-29,商品房,2013-10-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,202110043302110007,None,None,None,None
429万,31049元/平米,青秀澜湾,江北区 甬江 ,4室2厅1厨2卫,高楼层 (共29层),138.17㎡,平层,102㎡,板楼,南 北,钢混结构,毛坯,一梯两户,暂无数据,2022-12-03,商品房,2019-06-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202212033302050010,None,None,None,None
299万,24343元/平米,雨辰文星南区,江北区 中马 ,3室2厅1厨2卫,低楼层 (共9层),122.83㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,无,2020-12-01,商品房,2008-10-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,202010283302050040,None,None,None,None
82万,9413元/平米,环球城公寓,鄞州区 首南 ,2室2厅1厨1卫,低楼层 (共33层),87.12㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯五户,有,2021-03-21,商品房,2021-03-03,商住两用,满两年,非共有,无抵押,已上传房本照片,202103233302120055,商水,民电,2.95元/m3,None
315万,22560元/平米,吾悦广场三期,镇海区 骆驼 ,4室2厅1厨2卫,中楼层 (共22层),139.63㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯三户,暂无数据,2023-09-14,商品房,2020-01-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202305123302110001,None,None,None,None
169万,14429元/平米,港都名仕,海曙区 集士港 ,3室1厅1厨2卫,高楼层 (共6层),117.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2022-05-19,商品房,2005-12-14,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202205213302030012,None,None,None,None
205万,16745元/平米,江山九九花园,北仑区 小港 ,3室2厅1厨2卫,低楼层 (共18层),122.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,2023-06-16,商品房,2017-01-19,普通住宅,满五年,非共有,有抵押 180万元 工商银行,已上传房本照片,202306173302060018,None,None,None,None
